User,Time,Content
杨柳,2017/8/26 10:41,人的软弱在于会被各种苦难所羁绊，会沉沦于世事；人的强大在于，能够依靠信仰的力量，从尘埃中扬起头，升华灵魂，直达明亮的天国。
南水,2016/6/12 23:55,同情不幸者，宽宥幸福人
帕帕鸭,2014/10/9 14:26,因为看了电影，所以读原著。
涓埃,2015/4/22 12:47,永远记得小时候被冉阿让的宽容与正直触动
drc,2009/8/22 12:19,太高深了
Felisalisalisa,2017/9/10 4:56,看了一年还没看完。是因为歌剧才来看书的。希望随着年岁增长懂得越来越多。不太感兴趣的部分是法国革命那里，会跳跃一些。但是惊叹于雨果同时将几个故事线把握得这么好！ 2017.9.9 我终于算是读完了，尽管后半部分看的有些快。最揪心的其实也在后面。沙威最后的觉醒和冉阿让最后的放手。
孤漂大宁人,2016/9/29 15:16,关于故事情节的历史背景和人物心理的论述很精彩也很有必要，不然单是情节很难吸引人而且正是这些貌似冗沓的论述让这部小说成为经典巨著。
gaolei,2016/11/17 14:45,终于看完了，喜欢冉阿让带有贵族气质的救赎。
小猪飞飞的麻麻,2013/4/24 12:24,必须承认内容剧情什么的很饱满啊，雨果的基本都觉得很好看，但是内容冗长也是事实，122万字 啊，看了好久好久
,,"□任晓雯  1815年10月初，法国南部小镇迪涅。一个光头长须、肩扛布袋、手提粗棍的异乡人，敲开了卞福汝主教的家门。这天他已走了十二法里路，沿途受尽辱骂与恐吓。阿尔卑斯山的夜风，刺过衣裤的破洞，从四面八方袭击他。他有一张黄色身份证（当时带有前科、案底的假释证明），...

                         (展开)"
,,"多年后重读，我才发现，原来沙威才是悲惨世界中最悲惨之人物。 冉阿让不是，纵然他有十几年牢狱之灾，在警察的追踪之下到处藏匿，从顶尖富翁沦为超级穷光蛋，但他不是。他是一个不公正世界中被不公正对待的人物，他是第一男主角，但他不断进行自我救赎。他总是给自己一个存在于...

                         (展开)"
,,"首先说明，我手中的版本是李丹、方于译的人文译本。上中下三册，共一千五百页左右。 其次，念大学时读过这本书，当时囫囵吞枣，匆匆忙忙翻过。这一次，是真心认真在读的。因此，自我感觉良好，心得颇多。 个人认为，你必须具备以下技能，才能开启思考模式，进入无障碍阅读状态...

                         (展开)"
,,"君主制，共和制，资产阶级，社会主义，宗教哲学，革命历史，城市建设，文明发展，儿童妇女，工资福利，自由，平等，人权，民主，法制，言论自由、新闻自由，全民教育、义务教育，宇宙，原子…… 所有这些雨果19世纪提出的主题，让我不止一次深慨西方不愧为现代世界的先进一方。...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        黑夜沉沉，没有一点星光，一个老人仰面躺在安乐椅上，雪白的头发给黑夜点上了一盏耀眼的灯，他感到呼吸困难，全身弥漫着一种难以言状的痛苦，死亡在向他逼近，他毫不畏惧，因为他能感觉得到一股火热的东西在身旁，那便是爱。 这个老人就是冉阿让，一个行善的“恶人”，一名苦役...

                         (展开)"
,,"这篇书评可能有关键情节透露

                          《悲惨世界》毫无疑问是我最喜欢的世界名著。     最开始看这本书的时候我大概八九岁。在电视上看了《悲惨世界》的电影，便从爸爸的书架上翻出这部小说来看。很旧的书，纸页已经发黄，还是繁体字印刷的，并且只有前两册（共五册）。我却完全被这个故事吸引住了。有很多感人的...

                         (展开)"
,,"在印度的十几天，每晚都在宾馆床上读这本书。 白日眼睛所见到的肮脏、混乱、光明 到了晚上，竟都很奇异的与雨果笔下的悲惨世界融为一体。  在古老的建筑与街道上穿行。 坐着古老的人力车，搭乘拉铁闸门的电梯。 连钥匙也是铜质的，像古董。 那里的人们，更是以一种近乎史前的方...

                         (展开)"
,,"纸质书籍永远无法替代的优势，可能就是拿在手上，会有一种实在的视觉或者触觉上的冲击。而像《悲惨世界》这样的名著，它的厚重势必会给人以震撼。当你怀着一种敬畏的心情去走进这部著作时，就会发现这种厚不仅仅停留在外表——对世间苦难的揭示、对人性深度的挖掘、对历史时代...

                         (展开)"
,,"冉阿让，男，1770年左右出生于贫苦农民家庭。年幼时父母双亡，靠姐姐的抚养长大成人。25岁那年，他成为了一名树枝修建工，“代行父职，协助支撑家庭，回报姐姐的养育之恩。”如果一切正常，他将想很多同伴一样，每日辛勤劳动，“挣得25苏”的收入，养活姐姐一家。这样的日...

                         (展开)"
,,"1  几年前，与一位友人聊天时，谈到武侠小说，我说几乎没看过，差不多全是通过港剧了解故事的。  友人感到诧异，惊问：“那你中学干些什么？”  我笑答：“我只看《悲惨世界》。”  友人问得幽默，我也答得夸张。其实除了《悲惨世界》，那时我还看了波洛与福尔摩斯，还看了大仲...

                         (展开)"
,,"那么这个世界真的是悲惨的么？ 世界原本没有悲惨和幸福，人们创造了它们。 一个面包、一个烛台，他们站在路中央，等待人们给它们定义：赃物还是圣物。 有时候，人犯错，不是自己的原因，而是是被逼迫到了角落。如果你可以从人为的不可原谅中分辨出这些，请你给犯错的人一个机会...

                         (展开)"
,,"心情沮丧的人，总是不朝后面看的。他们只觉得恶运正追着他们。 我们把这人看清楚了，地方受到他许多好处，穷人更是完全依靠他；他是一个那样有用的人，结果大家非尊敬他不可；他又是一个那样和蔼可亲的人，结果大家非爱他不可；尤其是他的那些工人特别爱他，他却用一种郁郁寡欢...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        也许，我们都没资格评价这部小说，至少我没有。但是这并不影响我有话要说，因为读这本书，任何人都会忍不住有话要说。 《悲惨世界》是一代文学巨匠雨果的扛鼎之作，所有喜欢文学的人，没人不知道这部小说。年少时我只见过图书馆被很多人读过的纸色发黄的版本，当看到后浪新版的...

                         (展开)"
,,"这篇书评可能有关键情节透露

                             看完两册的《悲惨世界》几乎用了将近三个月的时间，我从一开始的悲哀与控诉读到了宁静和幸福。当看到芳汀敲掉了两颗门牙，我几乎不敢正视这个世界。命运真的很奇怪，如果冉阿让通过一次未被发觉的偷窃得到了自由却灰暗的前半生，他也很有可能因为种种原因在牢里度过晚年，...

                         (展开)"
,,"1862年7月致友人的信函：  我有生以来，一直赞佩雨果，现在却感到愤慨！我要爆发出来，怎样！这部小说，既不真实，也不伟大。至于文笔，觉得作者故意写得不伦不类，不登大雅，以取悦庸众……  各种人都死板板一种性格，像悲剧中的人物！生活里哪有像芳汀那样的妓女，像冉阿让那...

                         (展开)"
,,"個人感覺，李丹、方于先生的譯本雖然入選了人文社的所謂“名著名譯”，但其翻譯質量并不是那麼盡如人意。雖然我不怎麼懂法語，沒看過原著，但通過和其他譯本的對比和一些常識性的知識，還是能發現一些問題。     暫舉一例：     書的第五部（冉阿讓）第一卷（四堵牆中間...

                         (展开)"
,,"一直以来，看见砖头厚的《悲惨世界》，从来不敢翻开，年轻时不敢，中年时亦不敢。终于，在金秋十月入了后浪插图珍藏版的这套《悲惨世界》。一边努力并艰难的阅读，一边为主人公让.瓦让前半生的各种虐而揪心，为后半生的更多传奇情节深深吸引。很神奇的是我用了整整一周的时间，...

                         (展开)"
,,"据说雨果为描写滑铁卢战役，四次前去考察，更是在滑铁卢战场附近的小旅馆里完成了这部伟大的著作。看到雨果写法国大革命的时候，觉得他内心一定不好受，字里行间都是挣扎。他对拿破仑应该是又爱又恨吧，才会如此的痛苦。  总觉得法国人对拿破仑的情感有些不可思议。尽管在一些...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        在冉阿让和芳汀这两个人物身上根本看不到真实的人性。  冉阿让，一个做了十九年牢的苦役犯的，在坐牢之前就处在社会底层，坐牢以后越狱被抓再越狱再被抓，一路磨难直到做了十九年牢才放出来，放出来后又受尽歧视，在社会底层苦苦挣扎，对此，我很想知道他日后成为作者所塑造的...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        整个十月，我都活在雨果的《悲惨世界》里。 ＜关于作者＞ 维克多·雨果，法国19世纪前期浪漫主义文学的代表作家，为世人留下了著名的长篇小说《巴黎圣母院》（1831年）和《悲惨世界》（1862年） 如果说《巴黎圣母院》在吉普赛少女欢快的舞裙下吐露着封建专制的悲伤，那么《悲惨...

                         (展开)"
,,"法国作家雨果所著的《悲惨世界》是世界文学的经典之一，这部作品以法国历史社会为背景，通过生动的人物形象和复杂的情节展示了当时社会的不公和贫困问题。 全书分为《芳蒂娜》《珂赛特》《马里尤斯》《 普吕梅街儿女情圣德尼街英雄血》及《让·瓦让》五个部分，但小说实际上是...

                         (展开)"
,,"只这么一部书，就把人性所有的光辉和劣性全部呈现在读者眼前，无一遗漏。作为人，我想，大多数时候我们是残酷的，我们自以为善良、自以为正义、自以为充当了法律的化身、自以为集结了智慧和理性，却又在自以为是的过程中伤害了多少本性善良的人呢？冉阿让的善没有被我们所谓的...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        大概是受了各种文学作品或现实世界的影响，我一向认为人都是自私的。在那么多的小说或电视电影里面，我看到一个又一个角色因为自己的欲望而堕落，虽然结局大都是正义的胜利，然而那胜利只能让人干笑着说“主角光环啊”。现实世界更不用说，“天下熙熙，皆为利来；天下攘攘，皆...

                         (展开)"
,,"【历史事件】 1789 法国大革命爆发； 1793 革命高潮，路易十六被砍头； 1794 热月革命，雅各宾派上台； 1799 雾月政变，拿破仑上台； 1804 拿破仑加冕； 1814 王室复辟，路易十八上台； 1815 滑铁卢结束百日王朝； 1830 七月革命，路易菲利浦上台； 1832 巴黎人民起义； 1848 ...

                         (展开)"
,,"花了一周时间，读完了《悲惨世界》，一千两百多页，冉阿让终于走完了自己悲惨的一生。 说实话，读完的感觉真的不好，虽然从书名就已经知道这是一个悲惨的故事，但对于冉阿让那样的死去还是觉得意难平。除了对冉阿让悲惨命运的同情外，心中竟然涌动着一股更为强烈的情绪，那就是...

                         (展开)"
,,"这篇书评可能有关键情节透露

                        目录 12月21日18点，第五次更新：人物分析沙威已更新，字数懒得数了，反正挺长的。 5月31日23点，第四次更新：故事背景分析已更新完毕，全篇合计28293字。 5月28日22点，第三次更新：写作风格分析已更新完毕，全篇合计25335字。 5月27日13点，第二次更新：剧情梗概已更新完毕（...

                         (展开)"
,,"把上次买的《新悲惨世界》的dvd翻出来看了看，乌玛·瑟曼在里面演芳汀，其他人不认识。就叫乌玛版吧。 看了很不高兴，瞎改。最重大的失误是结尾。让沙威在冉阿让面前自杀，然后冉阿让欣喜地走向自由。 最喜欢的还是原来的法德意版，有上译配音的那个，非常忠于原著（我觉得比原...

                         (展开)"
